platform,commenter_id,commenter_username,post_mid,thread_id,post_url,root_comment_url,topic,topic_relevance,training_grade,source_excel_row
facebook,100004446754983,cathy.swetz.7,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:27183193574698019,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=27183193574698019&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,209
facebook,100000909071569,james.davis.5836,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:27183193574698019,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=27183193574698019&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,209
facebook,100090362648883,patti.crowley.998526,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:995055963153622,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=995055963153622&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,213
facebook,747421962,ttorbor,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1416480627063310,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1416480627063310&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,218
facebook,1718564882,ed.marcantonio,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1942768359738310,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1942768359738310&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,221
facebook,544419835,patty.i.doyle,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1329857748600417,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1329857748600417&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,223
facebook,1317883673,cindy.clarkschneider,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1329857748600417,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1329857748600417&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,223
facebook,100005404470663,johnmark.woodworth.90,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1329857748600417,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1329857748600417&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,223
facebook,520202357,kevin.m.kauffman,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:2142616159645204,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=2142616159645204&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,224
facebook,100006682184126,diane.miller.293586,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:872175398773668,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=872175398773668&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,generally_usable,228
facebook,1793211421,donna.l.jones55,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1033428682916766,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1033428682916766&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,generally_usable,239
facebook,1648209491,pete.greenhouse,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1045181367910804,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1045181367910804&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,240
facebook,1171252615,maureen.davis.94,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1571472900985593,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1571472900985593&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,245
facebook,100000677646408,paul.whiteway.3,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1722661375540496,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1722661375540496&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,249
facebook,1097811346,lorraine.herger,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:2063153624278052,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=2063153624278052&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,generally_usable,254
facebook,100000329797754,shawn.murphy.927543,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:4016756931792221,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=4016756931792221&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,262
facebook,100059898030439,michael.mcclain.927,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:27129375473400207,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=27129375473400207&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,264
facebook,100003126020534,lori.defillippi,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:28088716847379354,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=28088716847379354&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,265
facebook,547352331,marylee.taylor.5,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1742878100474610,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1742878100474610&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,generally_usable,270
facebook,1159024719,michelle.mccarthycasida,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:4340661939483298,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=4340661939483298&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,271
facebook,100000854937058,thomas.preuss.79,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1379953154053768,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1379953154053768&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,273
facebook,100014422414286,posiecat.34,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1379953154053768,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1379953154053768&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,273
facebook,100000309195866,lynne.severino,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:2912425755768243,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=2912425755768243&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,generally_usable,282
facebook,1539468298,david.tetreault.18,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1343339974579158,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1343339974579158&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,283
facebook,100002255990614,david.schlickting,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1566592071474549,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1566592071474549&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,286
facebook,1719130729,kenneth.kavanaugh,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:2531673930678007,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=2531673930678007&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,296
facebook,1167226469,candy.beauchamp.9,Facebook:post:pfbid0Af49rPQCoNwZAS2FMHVi6gXgrQvQLUNxZkSToPNodpCMDEHcFUPQDnEYiRkWCCSnl,id:989642213838202,https://www.facebook.com/StateRepBohnak/posts/pfbid0Af49rPQCoNwZAS2FMHVi6gXgrQvQLUNxZkSToPNodpCMDEHcFUPQDnEYiRkWCCSnl,https://www.facebook.com/StateRepBohnak/posts/pfbid0AnpipmjdFxg7SUG26czCVqYZhz7DPcaU9MPEHCtYgsCXP653Cw76cDjAXKv2QnLYl?comment_id=989642213838202&__cft__[0]=AZbU1RzHNMugvEJUPQZ_701pVS0FL4VPrQID1uvwRIVVavsIRVODwfjc1307MM-OZjI6XhnEA2LpcjG9MUkB2IkkCx_TX3pe1VQLEEJmRL9lWYK5_3fBUYinSpFmvEIUwwxUCNjGiNcztGwh2siEvsmZ8r54rxVYoDeaOBbHay3jJA&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,core_usable,301
