mid,native_id,url,topic,keyword,source_file,reason
Instagram:post:3891981962860834488,3891981962860834488,https://www.instagram.com/p/DYDGPmAjC64/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3896218703235359531,3896218703235359531,https://www.instagram.com/p/DYSJkR9k6Mr/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3899869271919035960,3899869271919035960,https://www.instagram.com/p/DYfHnC_MgY4/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3902618481364398926,3902618481364398926,https://www.instagram.com/p/DYo4tTzmXNO/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019726900033370597,3019726900033370597,https://www.instagram.com/p/CnoOZ3LLjnl/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3020544862353629805,3020544862353629805,https://www.instagram.com/p/CnrIYx8uCJt/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021897722911185283,3021897722911185283,https://www.instagram.com/p/Cnv7_fhrtmD/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3022019669045277926,3022019669045277926,https://www.instagram.com/p/CnwXuCtr_Tm/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3375065880925907993,3375065880925907993,https://www.instagram.com/p/C7WpIluISwZ/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3517559527824078311,3517559527824078311,https://www.instagram.com/p/DDQ4cD0PrXn/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3597207793296483053,3597207793296483053,https://www.instagram.com/p/DHr2W3etCLt/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3653380031536279530,3653380031536279530,https://www.instagram.com/p/DKzachBOa_q/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3667912282910955483,3667912282910955483,https://www.instagram.com/p/DLnCsmyMxfb/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3688037060090877593,3688037060090877593,https://www.instagram.com/p/DMuiiqFMVaZ/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3739769932360884529,3739769932360884529,https://www.instagram.com/p/DPmVPB4DqEx/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3742436439393946160,3742436439393946160,https://www.instagram.com/p/DPvzh0Ejcow/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3743853256083933415,3743853256083933415,https://www.instagram.com/p/DP01rNcEojn/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3793143518210435684,3793143518210435684,https://www.instagram.com/p/DSj8-7RAipk/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3796885527753273180,3796885527753273180,https://www.instagram.com/p/DSxP0VOji9c/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3840643665576842781,3840643665576842781,https://www.instagram.com/p/DVMtRCzj9Yd/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3866727763274237509,3866727763274237509,https://www.instagram.com/p/DWpYGn1GgZF/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3869075558458267359,3869075558458267359,https://www.instagram.com/p/DWxt7ifDRbf/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3871548565151996577,3871548565151996577,https://www.instagram.com/p/DW6gOhcjtqh/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3874405016485276878,3874405016485276878,https://www.instagram.com/p/DXEptXDmKzO/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3886077392598507736,3886077392598507736,https://www.instagram.com/p/DXuHsybgqDY/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3900782154305481650,3900782154305481650,https://www.instagram.com/p/DYiXLO9j6uy/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3904977908653840569,3904977908653840569,https://www.instagram.com/p/DYxRLftD1i5/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3906430514718947186,3906430514718947186,https://www.instagram.com/p/DY2bdshkbdy/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3914996211233443055,3914996211233443055,https://www.instagram.com/p/DZU3E_Dkczv/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3014782265397715329,3014782265397715329,https://www.instagram.com/p/CnWqH9ULaGB/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019736824235453617,3019736824235453617,https://www.instagram.com/p/CnoQqRzuGyx/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019747539138877150,3019747539138877150,https://www.instagram.com/p/CnoTGM1u5be/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3020570850889614831,3020570850889614831,https://www.instagram.com/p/CnrOS9qLMXv/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021909754180665386,3021909754180665386,https://www.instagram.com/p/Cnv-ukhOgAq/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3219695246911487300,3219695246911487300,https://www.instagram.com/p/Cyup8S1LD1E/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3299090112184016377,3299090112184016377,https://www.instagram.com/p/C3IuPpKu135/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3415517240348771071,3415517240348771071,https://www.instagram.com/p/C9mWtV7NgL_/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3451589688689009510,3451589688689009510,https://www.instagram.com/p/C_mgojYtaNm/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3585220479217341418,3585220479217341418,https://www.instagram.com/p/DHBQwfRNJPq/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3592660633298501148,3592660633298501148,https://www.instagram.com/p/DHbsc-uSX4c/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3606389958295043666,3606389958295043666,https://www.instagram.com/p/DIMeI9Btj5S/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3621690058110420403,3621690058110420403,https://www.instagram.com/p/DJC0-tYPEWz/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3652141823235449209,3652141823235449209,https://www.instagram.com/p/DKvA6NrS-F5/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3659243714682238050,3659243714682238050,https://www.instagram.com/p/DLIPsVgNzRi/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3704443524825466590,3704443524825466590,https://www.instagram.com/p/DNo08JDt8be/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3749020719334365415,3749020719334365415,https://www.instagram.com/p/DQHMnsngRjn/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3788313769572011014,3788313769572011014,https://www.instagram.com/p/DSSy01VD4wG/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3794949939177420226,3794949939177420226,https://www.instagram.com/p/DSqXtz5D3XC/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3815186291235750156,3815186291235750156,https://www.instagram.com/p/DTyQ7fZDAEM/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3818011127641965096,3818011127641965096,https://www.instagram.com/p/DT8TORTloIo/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3846154827688917155,3846154827688917155,https://www.instagram.com/p/DVgSXAfjTij/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3865029651291478610,3865029651291478610,https://www.instagram.com/p/DWjV_1zlJpS/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3869558654300225448,3869558654300225448,https://www.instagram.com/p/DWzbxgjGn-o/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3884462437163942445,3884462437163942445,https://www.instagram.com/p/DXoYgF-gUIt/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3887694251879474455,3887694251879474455,https://www.instagram.com/p/DXz3VL-mqUX/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3894482013687744366,3894482013687744366,https://www.instagram.com/p/DYL-sHyAYdu/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3894483015639859127,3894483015639859127,https://www.instagram.com/p/DYL-6s7AX-3/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3895650254297650248,3895650254297650248,https://www.instagram.com/p/DYQIUQoklRI/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3898439325662989365,3898439325662989365,https://www.instagram.com/p/DYaCelwjkw1/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3899757700616006895,3899757700616006895,https://www.instagram.com/p/DYeuPeHT6zv/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3903034705453374746,3903034705453374746,https://www.instagram.com/p/DYqXWKskd0a/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3914995450923366122,3914995450923366122,https://www.instagram.com/p/DZU2569jrbq/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:2810038738908419785,2810038738908419785,https://www.instagram.com/p/Cb_Q1hFuRbJ/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3017503134704290025,3017503134704290025,https://www.instagram.com/p/CngUx0UrUjp/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3017580062240734462,3017580062240734462,https://www.instagram.com/p/CngmRQrKPz-/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3017653829184849077,3017653829184849077,https://www.instagram.com/p/Cng3CtfqQS1/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3017691025724294265,3017691025724294265,https://www.instagram.com/p/Cng_f_eLkR5/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3018964862717745270,3018964862717745270,https://www.instagram.com/p/CnlhIwnrVh2/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019694378012509414,3019694378012509414,https://www.instagram.com/p/CnoHAmrrgTm/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019704583744018420,3019704583744018420,https://www.instagram.com/p/CnoJVHgrlf0/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019714622659713933,3019714622659713933,https://www.instagram.com/p/CnoLnM-r1uN/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019758606589986409,3019758606589986409,https://www.instagram.com/p/CnoVnQNOYZp/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019794541406917520,3019794541406917520,https://www.instagram.com/p/CnodyLHOROQ/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3019841718929189182,3019841718929189182,https://www.instagram.com/p/Cnoogsmrek-/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3020434336805501548,3020434336805501548,https://www.instagram.com/p/CnqvQbArzps/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3020534707826204135,3020534707826204135,https://www.instagram.com/p/CnrGFAzuB3n/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3020557828162957512,3020557828162957512,https://www.instagram.com/p/CnrLVdTLbDI/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3020582454599614141,3020582454599614141,https://www.instagram.com/p/CnrQ70dL_69/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021863412321574968,3021863412321574968,https://www.instagram.com/p/Cnv0MNTLWA4/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021876382577467139,3021876382577467139,https://www.instagram.com/p/Cnv3I8yrB8D/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021917824206211264,3021917824206211264,https://www.instagram.com/p/CnwAkAUO4jA/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021929662570557047,3021929662570557047,https://www.instagram.com/p/CnwDQRpu-53/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3021965988430777645,3021965988430777645,https://www.instagram.com/p/CnwLg4vuo0t/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3022029551345585788,3022029551345585788,https://www.instagram.com/p/CnwZ92Ur858/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3369478981488571487,3369478981488571487,https://www.instagram.com/p/C7Cy0gJxXRf/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3393849640954167351,3393849640954167351,https://www.instagram.com/p/C8ZYEReKQA3/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3395253847493454631,3395253847493454631,https://www.instagram.com/p/C8eXWKuICsn/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3426040582008484331,3426040582008484331,https://www.instagram.com/p/C-LvcHksDHr/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3445972984656350922,3445972984656350922,https://www.instagram.com/p/C_SjiwICM7K/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3459553935438716286,3459553935438716286,https://www.instagram.com/p/DACzfmLIR1-/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3476500601129674873,3476500601129674873,https://www.instagram.com/p/DA_AuCfxCh5/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3575738034356129203,3575738034356129203,https://www.instagram.com/p/DGfkswTpo2z/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3601861976759253572,3601861976759253572,https://www.instagram.com/p/DH8YmJmuLpE/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3611125127005113602,3611125127005113602,https://www.instagram.com/p/DIdSyuioI0C/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3642538714078293779,3642538714078293779,https://www.instagram.com/p/DKM5alVPq8T/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3663556889133109291,3663556889133109291,https://www.instagram.com/p/DLXkZSPNtAr/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3673252955357033865,3673252955357033865,https://www.instagram.com/p/DL6BBnmNbWJ/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3673854747095699450,3673854747095699450,https://www.instagram.com/p/DL8J211BY_6/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3688878507274809922,3688878507274809922,https://www.instagram.com/p/DMxh3U1sDJC/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3698226121938201632,3698226121938201632,https://www.instagram.com/p/DNSvRBZMmwg/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3703328925723781690,3703328925723781690,https://www.instagram.com/p/DNk3glwMeo6/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3706288331392821700,3706288331392821700,https://www.instagram.com/p/DNvYZnD2CnE/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3722411212962288645,3722411212962288645,https://www.instagram.com/p/DOoqUaojFQF/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3735818071219949858,3735818071219949858,https://www.instagram.com/p/DPYSr4YjNEi/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3768649652690787539,3768649652690787539,https://www.instagram.com/p/DRM7uRXiJzT/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3770466959629227408,3770466959629227408,https://www.instagram.com/p/DRTY7kWDBWQ/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3800355640607756038,3800355640607756038,https://www.instagram.com/p/DS9k1Hqk88G/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3809332725439170283,3809332725439170283,https://www.instagram.com/p/DTdd-5bEobr/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3820863311219011723,3820863311219011723,https://www.instagram.com/p/DUGbvAQiDCL/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3840666514039706022,3840666514039706022,https://www.instagram.com/p/DVMydiGExGm/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3841806177168883774,3841806177168883774,https://www.instagram.com/p/DVQ1l0GDYA-/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3852284788212912446,3852284788212912446,https://www.instagram.com/p/DV2EJrHElE-/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3863596662959525537,3863596662959525537,https://www.instagram.com/p/DWeQLHbFk6h/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3870728308816591249,3870728308816591249,https://www.instagram.com/p/DW3luOND7mR/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3877365616815076239,3877365616815076239,https://www.instagram.com/p/DXPK3w-k3OP/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3880083444218755761,3880083444218755761,https://www.instagram.com/p/DXY01W_iHqx/,政府是否应补贴儿童照护费用？,child care cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3893903053172030926,3893903053172030926,https://www.instagram.com/p/DYJ7DIyIL3O/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3902908753809923013,3902908753809923013,https://www.instagram.com/p/DYp6tVFmlvF/,政府是否应补贴儿童照护费用？,affordable daycare,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3914994718430094860,3914994718430094860,https://www.instagram.com/p/DZU2vQxjmYM/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3914995043136310302,3914995043136310302,https://www.instagram.com/p/DZU2z_Ljgwe/,政府是否应补贴儿童照护费用？,child care tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3815192412429010206,3815192412429010206,https://www.instagram.com/p/DTySUkMmMUe/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3815167346202909337,3815167346202909337,https://www.instagram.com/p/DTyMnzdGBqZ/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3910663626250482741,3910663626250482741,https://www.instagram.com/p/DZFd9k2s3Q1/,是否应扩大儿童税收抵免或改成按月发放？,child tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3918047443628067150,3918047443628067150,https://www.instagram.com/p/DZfs2QqlAlO/,是否应扩大儿童税收抵免或改成按月发放？,child tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3911581388945130920,3911581388945130920,https://www.instagram.com/p/DZIuox-GoWo/,是否应扩大儿童税收抵免或改成按月发放？,child tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3679731229927308623,3679731229927308623,https://www.instagram.com/p/DMRCA68un1P/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3645477905288012741,3645477905288012741,https://www.instagram.com/p/DKXVtcdOiPF/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3384837466450884619,3384837466450884619,https://www.instagram.com/p/C75W736PPgL/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3390989374742206054,3390989374742206054,https://www.instagram.com/p/C8PNt6-ohZm/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3671827162831492820,3671827162831492820,https://www.instagram.com/p/DL081m1M5bU/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3808641389912305526,3808641389912305526,https://www.instagram.com/p/DTbAypCkq92/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3815999670389272641,3815999670389272641,https://www.instagram.com/p/DT1J3twj3BB/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3675140273567027832,3675140273567027832,https://www.instagram.com/p/DMAuJtpsdJ4/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3916527206289990279,3916527206289990279,https://www.instagram.com/p/DZaTL5UEWKH/,是否应扩大儿童税收抵免或改成按月发放？,child tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3921788707750005002,3921788707750005002,https://www.instagram.com/p/DZs_g0Zk8kK/,是否应扩大儿童税收抵免或改成按月发放？,child tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3733928044571843225,3733928044571843225,https://www.instagram.com/p/DPRk8X5ktqZ/,是否应扩大儿童税收抵免或改成按月发放？,family tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3917500324084964926,3917500324084964926,https://www.instagram.com/p/DZdwcn4j94-/,是否应扩大儿童税收抵免或改成按月发放？,child tax credit,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
