mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,lang,relevance_label,relevance_confidence,relevance_reason,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,human_label,human_note
Instagram:post:3932105876525841829,Instagram:post:3932105876525841829,3932105876525841829,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaRpXYljH2l/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,revenge porn,"A divulgação, o compartilhamento ou a exposição de fotos, vídeos íntimos ou qualquer conteúdo de nudez ou ato sexual sem o consentimento da vítima constitui crime, previsto no art. 218-C do Código Penal, podendo a pena ser ainda mais severa quando a conduta é praticada com finalidade de vingança, humilhação, retaliação ou violência psicológica, sem prejuízo da responsabilização civil por danos morais, materiais e existenciais. Diante dessa situação, é essencial agir com rapidez: preserve todas as provas mediante capturas de tela, gravações, URLs e identificação dos responsáveis, providencie uma ata notarial em cartório para conferir maior força probatória ao conteúdo digital, registre imediatamente um boletim de ocorrência, solicite à plataforma a remoção urgente do material ilícito e busque apoio de familiares, amigos e profissionais de saúde mental, considerando os profundos impactos emocionais que esse tipo de violência pode causar. Por fim, procure assistência jurídica especializada para requerer a retirada definitiva do conteúdo, a identificação dos responsáveis, a adoção de medidas protetivas quando cabíveis e a devida reparação integral pelos prejuízos sofridos, assegurando a proteção da dignidade, da intimidade, da honra e da imagem da vítima. .#direitopenal #revengeporn #nudez #pornodevinganca #fotosvazadas #nudesvazados #privacidade #crime #denuncia #delegacia #delegaciavirtual #direito #advocacia #advogado #advogada #jurisoft #duvida #ajuda #juridico #conhecimento #dica #educacao @todos",pt,unclear,0.55,Substantive non-English text lacks enough matching evidence for the English rule baseline.,false,false,false,209,,
Instagram:post:3927901252096740635,Instagram:post:3927901252096740635,3927901252096740635,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaCtWC8Cc0b/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,revenge porn,സ്വകാര്യ ചിത്രങ്ങളോ വീഡിയോ എടുക്കാൻ സമ്മതിക്കുന്നത് അവ പ്രചരിപ്പിക്കാനുള്ള അനുവാദം നൽകലല്ലെന്ന് കർ‌ണാടക ആഭ്യന്തര മന്ത്രി പ്രിയങ്ക് ഖാർഗെ. സ്വകാര്യ ചിത്രങ്ങളും വീഡിയോകളും സമ്മതമില്ലാതെ പങ്കിടുന്നതോ പ്രചരിപ്പിക്കുന്നതോ ആയ എല്ലാ കേസുകളിലും പോലീസ് എഫ്‌ഐആർ രജിസ്റ്റർ ചെയ്യേണ്ടത് നിർബന്ധമാക്കി കർണാടക സർക്കാർ ഉത്തരവ് ഇറക്കി. #Karnataka #privacy #consent #revengeporn #DigitalSafety #OnlineSafety #CyberCrime #Azhimukham,ml,unclear,0.55,Substantive non-English text lacks enough matching evidence for the English rule baseline.,false,false,false,126,,
Instagram:post:3918390489233760648,Instagram:post:3918390489233760648,3918390489233760648,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DZg62OyDCGI/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,Alert 🚨 Attention Dear Friends and Family 🙏 #AIDeepfake,en,unclear,0.7,Text has limited context to judge topic relevance.,false,false,false,7,,
Instagram:post:3938308559561088238,Instagram:post:3938308559561088238,3938308559561088238,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DanrsTUhNzu/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,revenge porn,Debra IS A FUCKING LIAR #REVENGEPORN,de,unclear,0.7,Text has limited context to judge topic relevance.,false,false,false,6,,
Instagram:post:3935266188272443097,Instagram:post:3935266188272443097,3935266188272443097,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dac37-QlZ7Z/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"A fake AI-generated video circulating on social media falsely claimed that former Pakistan cricketer @wasimakramliveofficial had died, using the voice and likeness of @imshoaibakhtar The clip quickly went viral, but was later debunked when Wasim Akram's wife, @iamshaniera , shared a video confirming he is alive and in good health. The incident has once again raised concerns over the misuse of artificial intelligence and the spread of deepfake content online. Read more https://thepublicpurview.com/fake-ai-video-falsely-claims-death-of-wasim-akram-shaiab-akhtars-deepfake-sparks-concern/ #WasimAkram #ShoaibAkhtar #FakeNews #AIDeepfake #ThePublicPurview",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,false,95,,
Instagram:post:3922158272144917812,Instagram:post:3922158272144917812,3922158272144917812,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DZuTisEDsU0/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,Preity Zinta Seeks Legal Action Against Alleged AI-Misuse | ಕೋರ್ಟ್‌ ಮೆಟ್ಟಿಲೇರಿದ PBKS ಮಾಲಕಿ ಪ್ರೀತಿ ಜಿಂಟಾ! 𝐀𝐃𝐕𝐄𝐑𝐓𝐈𝐒𝐄𝐌𝐄𝐍𝐓 ಹಾಗೂ 𝐏𝐫𝐨𝐝𝐮𝐜𝐭 𝐏𝐫𝐨𝐦𝐨𝐭𝐢𝐨𝐧ಗೆ 𝟵𝟭𝟭𝟬𝟮𝟵𝟱𝟴𝟭𝟰 𝗪𝗵𝗮𝘁𝘀𝗔𝗽𝗽 ಮಾಡಿ. #preityzinta #google #meta #bollywood #preityzinta #google #meta #lawsuit #deepfake #PreityZinta #AIDeepfake #DelhiHighCourt #Deepfake #AI #BollywoodNews #TrendingNews #ViralNews #DigitalSafety #PrivacyMatters #EntertainmentNews #PreityZinta #PunjabKings #PBKS #IPL2025 #LegalBattle #CricketNews #EGMDispute #CourtCase #IPLFranchise #,en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,true,64,,
Instagram:post:3922099085577559272,Instagram:post:3922099085577559272,3922099085577559272,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DZuGFaRvBzo/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"The Bombay High Court has granted Preity Zinta The Bombay High Court has granted Preity Zinta permission to file a suit against Google and Meta over alleged AI-generated deepfake videos, memes, and chatbot personas using her likeness, allowing her to seek injunctions and damages to protect her personality rights. #preityzinta #aideepfake #legalnews",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,false,53,,
Instagram:post:3933757125755246399,Instagram:post:3933757125755246399,3933757125755246399,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaXg0ORTZc_/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"Actor Preity Zinta has approached the Bombay High Court seeking urgent removal of AI-generated deepfake videos and morphed content allegedly misusing her likeness, naming platforms including Google and Meta. #preityzinta #aideepfake #bombayhighcourt #celebritynews",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,false,34,,
Instagram:post:3921503826301429431,Instagram:post:3921503826301429431,3921503826301429431,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DZr-vP4CCa3/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"Actor Preity Zinta has secured permission from the Bombay High Court to file a civil suit against Google, Meta and several other entities over alleged AI-generated deepfakes and unauthorized use of her identity. Zinta claims the platforms hosted and circulated deepfake videos, manipulated images, memes and chatbot personas using her likeness, causing reputational damage and violating her personality, copyright and moral rights. The court accepted her plea that her goodwill and professional interests are based in Mumbai and granted leave to pursue the suit. The case seeking injunctions and other reliefs will now proceed independently before the High Court. #PreityZinta #AIDeepfake #BombayHighCourt #Google #Meta",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,false,105,,
Instagram:post:3934593086626441768,Instagram:post:3934593086626441768,3934593086626441768,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Daae5DgE6oo/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"Preity Zinta has approached the Bombay High Court over the growing misuse of AI-generated deepfake content using her identity. ⚖️🤖 According to reports, the actress has sought legal protection against the circulation of manipulated videos and images online. During the proceedings, the court reportedly asked Google and Meta to work on a structured mechanism for the timely removal of such harmful content. The case has reignited the conversation around AI ethics, online safety and the urgent need to protect individuals from digital impersonation and misinformation. #PreityZinta #AIDeepfake #DigitalSafety #Trending",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,true,89,,
Instagram:post:3931031135090689132,Instagram:post:3931031135090689132,3931031135090689132,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaN0_1oFMRs/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"A convincing doctor. A professional-looking medical video. A trusted recommendation. Today, all of it can be generated by AI. As deepfake technology becomes more realistic, spotting misinformation is becoming harder than ever. The challenge isn't just what we see, it's whether we can still trust it. Don't wait until fake becomes impossible to recognize. Visit our YouTube channel through the link in bio and learn what's changing. #AIDeepfake #MedicalMisinformation #FutureOfHealthcare (Catalyst Scientific Discoveries, AI deepfakes, healthcare misinformation, digital health, artificial intelligence, fake doctors, medical technology, AI ethics, science documentary) A convincing doctor. A professional-looking medical video. A trusted recommendation. Today, all of it can be generated by AI. As deepfake technology becomes more realistic, spotting misinformation is becoming harder than ever. The challenge isn't just what we see, it's whether we can still trust it. Don't wait until fake becomes impossible to recognize. Visit our YouTube channel through the link in bio and learn what's changing. #AIDeepfake #MedicalMisinformation #FutureOfHealthcare (Catalyst Scientific Discoveries, AI deepfakes, healthcare misinformation, digital health, artificial intelligence, fake doctors, medical technology, AI ethics, science documentary)",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,true,188,,
Instagram:post:3937420151381398325,Instagram:post:3937420151381398325,3937420151381398325,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DakhsQujZM1/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"Actor Preity Zinta has secured interim relief from the Bombay High Court in her fight against AI-generated deepfakes and morphed content. The court directed online platforms to remove objectionable material while recognising the serious impact of AI misuse on privacy, personality rights, and digital identity. #PreityZinta #BombayHighCourt #AIDeepfake #Deepfake #AI #DigitalRights",en,weakly_relevant,0.62,"The single-token keyword appears with public-policy context, but topic discussion is limited.",false,true,true,52,,
Instagram:post:3462312232190420074,Instagram:post:3462312232190420074,3462312232190420074,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DAMmqGNMyRq/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"If anyone could make and post deep fake porn I have plenty of moles on my body which will prove that it's not me, my body and soul are privileges for righteous non-mysoginical male, who can prove that he is a male without shouting it and hate against woman like a bitch. Anyway, if the only way for you to be close to woman like me is made up porn or arts on your phone, then you are miserable. My previous surname - Goloburdina, I am White now. #deepfakeporn #abuse #mysoginy #deepfake",en,weakly_relevant,0.65,"Multiple keyword tokens match, but the post does not clearly discuss the topic.",false,true,false,93,,
Instagram:post:3728722702166133814,Instagram:post:3728722702166133814,3728722702166133814,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DO_FYrAjAw2/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"Oggi ospite di Eleonora Daniele a Storie Italiane, si è parlato di Arianna, una 19enne vittima di Deep Fake Porn, una vera e propria aggressione digitale. #deepfakeporn #deepfake #storieitaliane",it,weakly_relevant,0.65,"Multiple keyword tokens match, but the post does not clearly discuss the topic.",false,true,false,29,,
Instagram:post:3863500260957625524,Instagram:post:3863500260957625524,3863500260957625524,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DWd6QSEAhy0/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,#larseidinger Teamwork! #deepfakeporn #anonym #men #porn,nl,low_information,1.0,"Text is empty, too short, or only contains URLs/hashtags/mentions.",false,true,false,6,,
Instagram:post:3460317575458430129,Instagram:post:3460317575458430129,3460317575458430129,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DAFhIBXPZyx/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,วิกฤตภาพโป๊ปลอม Deepfake ระบาด คุกคามสตรีและเด็กสาวชาวเกาหลีใต้ . ในยุคที่เทคโนโลยีปัญญาประดิษฐ์ (AI) ก้าวหน้าอย่างไม่หยุดยั้ง โลกกำลังเผชิญกับภัยคุกคามรูปแบบใหม่ที่น่าสะพรึงกลัว การใช้ AI สร้างภาพอนาจารปลอม หรือ Deepfake ที่กำลังสร้างความเสียหายอย่างร้ายแรงต่อผู้คนทั่วโลก โดยเฉพาะอย่างยิ่งผู้หญิงและเด็กสาว เกาหลีใต้กลายเป็นศูนย์กลางของวิกฤตการณ์นี้ ท่ามกลางเสียงเรียกร้องให้มีการดำเนินการอย่างเร่งด่วนเพื่อยุติการละเมิดทางเพศในโลกดิจิทัลรูปแบบนี้ . อ่านเพิ่มเติม : https://www.amarintv.com/spotlight/sustainability/detail/69278 . #ภาพโป๊ปลอม #Deepfake #ภาพโป๊ #การล่วงละเมิดทางเพศ #เทคโนโลยี #ความรับผิดชอบของบริษัทเทคโนโลยี #การเคลื่อนไหวทางสังคม #ความปลอดภัยทางดิจิทัล #deepfakeporn,th,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,120,,
Instagram:post:3528839023471074904,Instagram:post:3528839023471074904,3528839023471074904,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DD49GUvh55Y/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"🔍🤖 Scopri la Verità dietro le Foto e i Video con la Nostra esperienza all'Avanguardia! ⚖️📸 Siete preoccupati per l'autenticità delle vostre foto e video? Il nostro team offre servizi investigativi di rilevazione e alterazione di contenuti sviluppati con intelligenza artificiale, sia per privati che per studi legali. ✨ I Nostri Servizi: 🔍 Rilevazione delle Alterazioni: Utilizziamo tecnologie all'avanguardia per individuare manipolazioni o alterazioni nelle immagini e nei video. 🔄 Analisi Forense Avanzate: Esaminiamo attentamente ogni elemento delle prove per garantire la loro autenticità e affidabilità. 🤝 Collaborazione Professionale: Collaboriamo con voi per fornire relazioni tecniche dettagliate e testimonianze esperte, supportando i vostri casi legali con prove solide. 📞 Contattateci oggi per saperne di più sui nostri servizi di rilevazione e alterazione di foto e video sviluppati con intelligenza artificiale al numero verde 800 14 50 61 oppure visitando il nostro sito web jecompany.it Affidatevi alla nostra esperienza per proteggere i vostri interessi e garantire l'integrità delle vostre prove visive! 🌟📲 #InvestigazioniTecnologiche #AnalisiForense #IntelligenzaArtificiale #deepfakememes #deepfakeporn #deepfakevideos #deepfake #AI #RicercaDellaVerità #ProteggiLaTuaPrivacy #periziainformaticaforense #periziainformatica #consulentetecnico #perizia #tuteladeiminori",it,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,173,,
Instagram:post:3475633693967476185,Instagram:post:3475633693967476185,3475633693967476185,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DA77m4ST2XZ/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"The Cabinet on Thursday approved a revision of a bill to punish both the possession and viewing of deepfake pornography. The revision of the law calls to punish individuals who are caught possessing, purchasing, storing or viewing sexually explicit deepfake content and other fabricated videos with up to three years in prison or a fine of up to 30 million won ($22,200). The law has recently faced criticism following a recent chain of deepfake pornography crimes for failing to punish those who download or watch sexually explicit deepfakes. Additionally, the revised bill will also punish the production and distribution of pornographic materials generated through deepfake technology by up to seven years in prison. Currently, the law punishes such acts by only up to five years in prison. Tap bio to read full story by Lee Jung-joo #korea #news #politics #deepfake #pornography #deepfakeporn #law #revision #cabinet #bill",en,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,148,,
Instagram:post:3806459051841049899,Instagram:post:3806459051841049899,3806459051841049899,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DTTQlcVDlUr/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"Lasst uns klar bleiben in der Sprache, auch wenn es weh tut. Ich hoffe, dass die EU nun ihre gesamte Kraft nutzt und X und Musk in die Schranken weist. #grok #deepfake #deepfakeporn #x #ai",de,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,35,,
Instagram:post:3920122626007075445,Instagram:post:3920122626007075445,3920122626007075445,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DZnEsI3H4p1/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"ഇന്ത്യയിലെ മുസ്‌ലിം സ്ത്രീകളെ ലക്ഷ്യമിട്ട് വീണ്ടും 'സൈബർ വേട്ട' അരങ്ങേറുന്നതായി അൽ ജസീറയുടെ റിപ്പോർട്ട്. ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് സാങ്കേതികവിദ്യയുടെ സഹായത്തോടെ മുസ്‌ലിം സ്ത്രീകളുടെ വ്യാജവും അശ്ലീലവുമായ ഡീപ്‌ഫേക്ക് ചിത്രങ്ങളും ദൃശ്യങ്ങളും നിർമിച്ച് സോഷ്യൽ മീഡിയയിൽ പ്രചരിപ്പിക്കുന്നതാണ് പുതിയ രീതി. കണ്ട് നിൽക്കുന്നവർക്ക് യഥാർത്ഥമാണെന്ന് തോന്നിപ്പിക്കുന്ന രീതിയിൽ അത്രമേൽ വിശ്വസനീയമായ രൂപത്തിലാണ് ഇത്തരം ദൃശ്യങ്ങൾ സൈബർ ക്രിമിനലുകൾ നിർമിത ബുദ്ധിയുടെ സഹായത്താൽ തയാറാക്കുന്നത്. കശ്മീരിൽ നിന്നുള്ള മോഡലായ സമീറ അയ്യൂബാണ് ഈ ക്രൂരകൃത്യത്തിന് ഇരയായത്. സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത ഇവരുടെ ചിത്രങ്ങൾ എഐ ടൂളുകൾ ഉപയോഗിച്ച് അശ്ലീല ചിത്രങ്ങളാക്കി മാറ്റുകയായിരുന്നു. ഇത് വ്യാജമാണെന്ന് തിരിച്ചറിയാൻ പോലും കഴിയാത്തത്ര കൃത്യതയോടെയാണ് നിർമിക്കപ്പെട്ടത്. ഇതോടെ യുവതി കടുത്ത മാനസിക സമ്മർദ്ദത്തിലായി. ഇത്തരം വീഡിയോകൾ ആസൂത്രിതമായ ഒരു ക്യാമ്പയിൻ പോലെയാണ് പ്രചരിപ്പിക്കുന്നതെന്നാണ് സൂചന. മാധ്യമ പ്രവർത്തകർ, മനുഷ്യാവകാശ പ്രവർത്തകർ, ഇൻഫുളവൻസേഴ്‌സ്, എന്നിങ്ങനെ വിവിധ മേഖലകളിലുള്ളതും വിദ്യാർത്ഥികളുമായ മുസ്‌ലിം സ്ത്രീകളെയാണ് ഇത്തരക്കാർ ലക്ഷ്യം വെക്കുന്നത്. വെറുമൊരു വ്യക്തിപരമായ ആക്രമണം എന്നതിലുപരി, കൃത്യമായ മത,രാഷ്ട്രീയ വിദ്വേഷ അജണ്ടകളുടെ ഭാഗമായിട്ടാണ് തീവ്ര വലതുപക്ഷ ഗ്രൂപ്പുകൾ ഇത്തരം സൈബർ ആക്രമണങ്ങൾ ആസൂത്രണം ചെയ്യുന്നതെന്ന് റിപ്പോർട്ടിൽ പറയുന്നു. #Deepfake #AIDeepfake #MuslimWomen #CyberHarassment #OnlineAbuse #DigitalViolence #DarshanaTV",ml,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,481,,
Instagram:post:3934456660605697547,Instagram:post:3934456660605697547,3934456660605697547,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaZ_3y3kn4L/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"#AIDeepfakeRules: AI से बनें फैसले पर #SupremeCourt सख्त! कैसे कर सकते हैं आर्टिफिशियल फोटो, वीडियो और टेक्स्ट की पहचान, इन आसान तरीकों से मिटेगा असली नकली का भेद दुनिया भर में आर्टिफिशियल इंटेलिजेंस (AI) का यूज तेजी से बढ़ रहा है। रोजमर्रा की चीजों से लेकर काम काज में एआई तकनीकि की मदद से घंटों का मिनटों में पूरा हो रहा है। . . #AIDeepfake #Deepfake #CyberSecurity #FakeAI #DeepfakeDetection #ArtificialIntelligence",hi,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,109,,
Instagram:post:3872263047825346669,Instagram:post:3872263047825346669,3872263047825346669,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DW9CrnSgFBt/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,#DeepFake #NYT #Apr10_26 . Ohio man is first to be federally convicted for #DeepFakePorn @rylee_kirk https://www.nytimes.com/2026/04/08/us/deepfake-conviction-ohio.html,en,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,26,,
Instagram:post:3778736253388129849,Instagram:post:3778736253388129849,3778736253388129849,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DRwxJoTFwY5/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"Deepfake pornography is AI-generated sexual content that places a woman's face onto someone else's body. It is used to: – humiliate women – threaten or silence them – extort money or compliance – destroy careers, credibility, and safety It is sexual abuse, even when the images are digitally fabricated. #violenceagainstwomen #16dayscampaign #VAWG #maleviolence #violence #deepfake #deepfakeporn #pornkills #pornharms #resources #georgimeloni #taylorswift #rashmikamandanna",en,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,61,,
Instagram:post:3927742225412336523,Instagram:post:3927742225412336523,3927742225412336523,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaCJL5zASuL/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"[⚠️ JANGAN LANGSUNG PERCAYA APA YANG KAMU LIHAT! ⚠️] Pernah nggak sih kepikiran, foto atau video yang lewat di timeline kamu itu beneran asli... atau jangan-jangan cuma buatan AI? 🧐 Di era sekarang, teknologi Deepfake makin hari makin canggih. Cuma bermodalkan foto, rekaman suara beberapa detik, atau nama yang kita unggah di internet, AI udah bisa memproyeksikan konten baru yang mirip banget sama aslinya. Serem tapi keren, atau keren tapi serem nih? 🫣 Bahayanya bukan di teknologinya, tapi pas kita nelan mentah-mentah informasi tanpa cross-check kebenarannya. Biar nggak gampang terkecoh, yuk cek pahami ciri-ciri fisik Deepfake yang gagal sinkron! 🔎✨ Gimana tanggapan kamu? Yuk, diskusi di kolom komentar dan jangan lupa share ke temen-temen kamu biar makin melek digital! 🚀 #himtiparamadina#HIMTINEXA#microblog#universitasparamadina#AIdeepfake",id,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,124,,
Instagram:post:3933936254089463728,Instagram:post:3933936254089463728,3933936254089463728,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaYJi4iCIew/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,بالی ووڈ اداکارہ پریتی زنٹا نے مبینہ اے آئی ڈیپ فیک، تبدیل شدہ تصاویر اور شناخت کے غیر مجاز استعمال کے خلاف بمبئی ہائی کورٹ سے رجوع کر لیا۔اداکارہ نے گوگل، میٹا اور دیگر اداروں کے خلاف درخواست میں کہا کہ غیر قانونی ڈیجیٹل مواد سے ان کی ساکھ اور رازداری متاثر ہوئی ہے۔عدالت نے گوگل اور میٹا کو قابلِ اعتراض مواد ہٹانے کے لیے مؤثر طریقۂ کار بنانے کی ہدایت دی ہے۔عدالت نے کہا کہ حکم ایسا ہونا چاہیے جس سے صرف غیر قانونی مواد ہٹے اور جائز آن لائن مواد محفوظ رہے۔ #PreityZinta #Deepfake #AIDeepfake #DigitalRights #OnlinePrivacy #BombayHighCourt #Google #Meta #Bollywood #DarulKhilafa,ur,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,107,,
Instagram:post:3935218084919014892,Instagram:post:3935218084919014892,3935218084919014892,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dacs_-hSnXs/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,"Love shouldn't cost your life savings. AI-powered deepfake scams are becoming frighteningly convincing, and romance scams are exploiting trust like never before. Before you believe a profile, verify it. Before you send money, stop and think. Stay alert. Verify identities. Protect your heart—and your finances. #CyberSecurity #AIDeepfake #OnlineSafety #ScamAwareness #DigitalTrust",en,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,53,,
Instagram:post:3933772142886433448,Instagram:post:3933772142886433448,3933772142886433448,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaXkOwEErKo/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,AI deepfake,प्रीति जिंटा ने AI डीपफेक और मॉर्फ्ड कंटेंट के खिलाफ बॉम्बे हाई कोर्ट में याचिका दायर की। अदालत ने आपत्तिजनक सामग्री हटाने के लिए टेकडाउन मैकेनिज्म बनाने का निर्देश दिया। #PreityZinta #BombayHighCourt #AIDeepfake #Deepfake #Bollywood #AI #TechNews #EntertainmentNews #DigitalLiveNews #BreakingNews,hi,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,78,,
Instagram:post:3603528751141551557,Instagram:post:3603528751141551557,3603528751141551557,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DICTk6Nsv3F/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"Quando l'intelligenza artificiale diventa un'arma. Deepfake, shitstorm, stalking digitale: la tecnologia oggi può amplificare la violenza di genere in modo invisibile, subdolo e devastante. • Il 96% dei deepfake ha contenuti sessualmente espliciti. • Il 99% ha come vittime donne. • Oltre 104.000 donne sono state ""spogliate digitalmente"" nel solo 2020. L'AI può: • creare campagne di odio • manipolare foto e video intimi • favorire molestie, ricatti, umiliazioni Ma non siamo indifesi. Serve educazione digitale, leggi severe, protezione e consapevolezza. La tecnologia deve servire le persone, non distruggerle. A Prigionie d'Ombra accendiamo un faro su questa nuova frontiera della violenza. Per capire, prevenire, reagire. 📍 Università di Bari – Aula Aldo Moro 🗓️ 26 marzo e 9 aprile 2025 🎓 CFU | Evento gratuito | Accreditamento MEDEFITALIA L'odio online è reale. Combattiamolo con la conoscenza. #AI #ViolenzaDigitale #DeepfakePorn #NoAllaViolenza #PrigionieDOmbra #EducazioneDigitale #Cyberviolenza #AIAct #Uniba #CFU #StopShitstorm #RompiIlSilenzio",it,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,true,142,,
Instagram:post:3754716268780369456,Instagram:post:3754716268780369456,3754716268780369456,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DQbbo2ZCLYw/,,,平台是否应强制移除非自愿 AI 伪造私密影像？,deepfake porn,"Ces dernières années, la création de contenus manipulés sans consentement a explosé. Face à ce fléau, entre 20 et 30 pays ont déjà légiféré pour protéger les victimes et encadrer l'usage des deepfakes. Swipez pour découvrir comment la législation s'adapte à cette menace numérique et ce que ça implique pour chacun de nous. #Deepfake #DeepfakePorn #Consentement #Cyberviolence #Legislation",fr,irrelevant,0.7,Only broad or partial keyword-token overlap appears; the post does not discuss the assigned topic.,false,true,false,60,,
